,station_id,day,usage
419,3022,17,849
420,3022,18,846
421,3022,19,833
422,3022,20,779
423,3022,21,802
424,3022,22,831
425,3022,23,722
426,3022,24,769
427,3022,25,735
428,3022,26,756
429,3022,27,813
430,3022,28,846
431,3022,29,762
432,3022,30,792
433,3022,31,472
434,3023,1,318
435,3023,2,344
436,3023,3,347
437,3023,4,293
438,3023,5,332
439,3023,6,363
440,3023,7,361
441,3023,8,314
442,3023,9,309
443,3023,10,324
444,3023,11,308
445,3023,12,358
446,3023,13,290
447,3023,14,341
448,3023,15,281
449,3023,16,353
450,3023,17,314
451,3023,18,356
452,3023,19,299
453,3023,20,317
454,3023,21,297
455,3023,22,343
456,3023,23,310
457,3023,24,291
458,3023,25,271
459,3023,26,330
460,3023,27,333
461,3023,28,298
462,3023,29,289
463,3023,30,294
464,3023,31,178
465,3024,1,234
466,3024,2,262
467,3024,3,239
468,3024,4,261
469,3024,5,257
470,3024,6,266
471,3024,7,280
472,3024,8,294
473,3024,9,259
474,3024,10,263
475,3024,11,270
476,3024,12,304
477,3024,13,266
478,3024,14,247
479,3024,15,237
480,3024,16,263
481,3024,17,279
482,3024,18,237
483,3024,19,261
484,3024,20,238
485,3024,21,234
486,3024,22,260
487,3024,23,233
488,3024,24,266
489,3024,25,220
490,3024,26,269
491,3024,27,276
492,3024,28,274
493,3024,29,249
494,3024,30,266
495,3024,31,141
496,3025,1,168
497,3025,2,182
498,3025,3,171
499,3025,4,115
500,3025,5,160
501,3025,6,154
502,3025,7,173
503,3025,8,165
504,3025,9,142
505,3025,10,175
506,3025,11,170
507,3025,12,155
508,3025,13,172
509,3025,14,142
510,3025,15,175
511,3025,16,151
512,3025,17,174
513,3025,18,149
514,3025,19,150
515,3025,20,137
516,3025,21,147
517,3025,22,169
518,3025,23,133
519,3025,24,144
520,3025,25,158
521,3025,26,148
522,3025,27,156
523,3025,28,151
524,3025,29,162
525,3025,30,157
526,3025,31,97
527,3026,1,490
528,3026,2,447
529,3026,3,497
530,3026,4,443
531,3026,5,452
532,3026,6,487
533,3026,7,455
534,3026,8,436
535,3026,9,490
536,3026,10,489
537,3026,11,465
538,3026,12,461
539,3026,13,444
540,3026,14,447
541,3026,15,458
542,3026,16,445
543,3026,17,452
544,3026,18,465
545,3026,19,496
546,3026,20,442
547,3026,21,468
548,3026,22,444
549,3026,23,416
550,3026,24,477
551,3026,25,473
552,3026,26,401
553,3026,27,424
554,3026,28,437
555,3026,29,440
556,3026,30,410
557,3026,31,275
558,3027,1,700
559,3027,2,745
560,3027,3,738
561,3027,4,698
562,3027,5,748
563,3027,6,722
564,3027,7,683
565,3027,8,707
566,3027,9,796
567,3027,10,779
568,3027,11,698
569,3027,12,699
570,3027,13,680
571,3027,14,700
572,3027,15,690
573,3027,16,731
574,3027,17,723
575,3027,18,685
576,3027,19,733
577,3027,20,743
578,3027,21,736
579,3027,22,702
580,3027,23,668
581,3027,24,700
582,3027,25,694
583,3027,26,737
584,3027,27,737
585,3027,28,721
586,3027,29,691
587,3027,30,604
588,3027,31,347
589,3028,1,302
590,3028,2,296
591,3028,3,305
592,3028,4,303
593,3028,5,266
594,3028,6,307
595,3028,7,246
596,3028,8,282
597,3028,9,279
598,3028,10,294
599,3028,11,295
600,3028,12,308
601,3028,13,250
602,3028,14,244
603,3028,15,276
604,3028,16,296
605,3028,17,291
606,3028,18,276
607,3028,19,298
608,3028,20,299
609,3028,21,288
610,3028,22,301
611,3028,23,292
612,3028,24,308
613,3028,25,281
614,3028,26,291
615,3028,27,292
616,3028,28,309
617,3028,29,240
618,3028,30,262
619,3028,31,137
620,3029,1,407
621,3029,2,367
622,3029,3,358
623,3029,4,385
624,3029,5,384
625,3029,6,358
626,3029,7,351
627,3029,8,388
628,3029,9,379
629,3029,10,377
630,3029,11,384
631,3029,12,390
632,3029,13,376
633,3029,14,379
634,3029,15,362
635,3029,16,366
636,3029,17,406
637,3029,18,373
638,3029,19,352
639,3029,20,371
640,3029,21,381
641,3029,22,364
642,3029,23,341
643,3029,24,340
644,3029,25,355
645,3029,26,379
646,3029,27,351
647,3029,28,368
648,3029,29,346
649,3029,30,344
650,3029,31,236
651,3030,1,1330
652,3030,2,1399
653,3030,3,1537
654,3030,4,1436
655,3030,5,1514
656,3030,6,1625
657,3030,7,1467
658,3030,8,1387
659,3030,9,1410
660,3030,10,1502
661,3030,11,1518
662,3030,12,1519
663,3030,13,1527
664,3030,14,1443
665,3030,15,1445
666,3030,16,1529
667,3030,17,1526
668,3030,18,1519
669,3030,19,1556
670,3030,20,1440
671,3030,21,1464
672,3030,22,1387
673,3030,23,1289
674,3030,24,1445
675,3030,25,1431
676,3030,26,1515
677,3030,27,1454
678,3030,28,1395
679,3030,29,1272
680,3030,30,1409
681,3030,31,859
682,3031,1,1371
683,3031,2,1366
684,3031,3,1364
685,3031,4,1452
686,3031,5,1297
687,3031,6,1393
688,3031,7,1379
689,3031,8,1427
690,3031,9,1374
691,3031,10,1510
692,3031,11,1382
693,3031,12,1386
694,3031,13,1343
695,3031,14,1245
696,3031,15,1314
697,3031,16,1421
698,3031,17,1229
699,3031,18,1396
700,3031,19,1407
701,3031,20,1340
702,3031,21,1327
703,3031,22,1297
704,3031,23,1325
705,3031,24,1243
706,3031,25,1274
707,3031,26,1341
708,3031,27,1343
709,3031,28,1331
710,3031,29,1301
711,3031,30,1209
712,3031,31,790
713,3032,1,682
714,3032,2,681
715,3032,3,669
716,3032,4,687
717,3032,5,682
718,3032,6,681
719,3032,7,733
720,3032,8,696
721,3032,9,686
722,3032,10,720
723,3032,11,692
724,3032,12,630
725,3032,13,693
726,3032,14,658
727,3032,15,691
728,3032,16,651
729,3032,17,629
730,3032,18,657
731,3032,19,733
732,3032,20,689
733,3032,21,684
734,3032,22,612
735,3032,23,615
736,3032,24,619
737,3032,25,614
738,3032,26,659
739,3032,27,659
740,3032,28,675
741,3032,29,635
742,3032,30,654
743,3032,31,348
744,3033,1,304
745,3033,2,285
746,3033,3,313
747,3033,4,338
748,3033,5,374
749,3033,6,313
750,3033,7,326
751,3033,8,354
752,3033,9,297
753,3033,10,325
754,3033,11,308
755,3033,12,337
756,3033,13,294
757,3033,14,297
758,3033,15,320
759,3033,16,300
760,3033,17,324
761,3033,18,310
762,3033,19,354
763,3033,20,320
764,3033,21,294
765,3033,22,294
766,3033,23,292
767,3033,24,288
768,3033,25,249
769,3033,26,339
770,3033,27,347
771,3033,28,329
772,3033,29,272
773,3033,30,253
774,3033,31,142
775,3034,1,741
776,3034,2,728
777,3034,3,670
778,3034,4,706
779,3034,5,699
780,3034,6,681
781,3034,7,695
782,3034,8,704
783,3034,9,689
784,3034,10,699
785,3034,11,653
786,3034,12,740
787,3034,13,656
788,3034,14,671
789,3034,15,659
790,3034,16,636
791,3034,17,709
792,3034,18,727
793,3034,19,792
794,3034,20,715
795,3034,21,711
796,3034,22,704
797,3034,23,619
798,3034,24,609
799,3034,25,666
800,3034,26,706
801,3034,27,689
802,3034,28,652
803,3034,29,668
804,3034,30,699
805,3034,31,390
806,3035,1,1701
807,3035,2,1701
808,3035,3,1627
809,3035,4,1601
810,3035,5,1524
811,3035,6,1642
812,3035,7,1681
813,3035,8,1706
814,3035,9,1572
815,3035,10,1600
816,3035,11,1619
817,3035,12,1639
818,3035,13,1594
819,3035,14,1671
820,3035,15,1636
821,3035,16,1612
822,3035,17,1709
823,3035,18,1528
824,3035,19,1582
825,3035,20,1568
826,3035,21,1680
827,3035,22,1664
828,3035,23,1782
829,3035,24,1693
830,3035,25,1702
831,3035,26,1698
832,3035,27,1718
833,3035,28,1639
834,3035,29,1582
835,3035,30,1548
836,3035,31,846
837,3036,1,295
838,3036,2,278
839,3036,3,307
840,3036,4,310
841,3036,5,297
842,3036,6,301
843,3036,7,294
844,3036,8,355
845,3036,9,347
846,3036,10,333
847,3036,11,323
848,3036,12,259
849,3036,13,293
850,3036,14,321
851,3036,15,371
852,3036,16,276
853,3036,17,321
854,3036,18,312
855,3036,19,298
856,3036,20,262
857,3036,21,306
858,3036,22,277
859,3036,23,248
860,3036,24,292
861,3036,25,304
862,3036,26,268
863,3036,27,264
864,3036,28,292
865,3036,29,307
866,3036,30,314
867,3036,31,128
868,3037,1,295
869,3037,2,315
870,3037,3,336
871,3037,4,316
872,3037,5,341
873,3037,6,329
874,3037,7,331
875,3037,8,315
876,3037,9,302
877,3037,10,318
878,3037,11,318
879,3037,12,293
880,3037,13,298
881,3037,14,284
882,3037,15,309
883,3037,16,278
884,3037,17,329
885,3037,18,324
886,3037,19,311
887,3037,20,321
888,3037,21,259
889,3037,22,289
890,3037,23,303
891,3037,24,271
892,3037,25,278
893,3037,26,301
894,3037,27,303
895,3037,28,353
896,3037,29,275
897,3037,30,265
898,3037,31,161
899,3038,1,496
900,3038,2,518
901,3038,3,482
902,3038,4,508
903,3038,5,509
904,3038,6,504
905,3038,7,515
906,3038,8,521
907,3038,9,510
908,3038,10,502
909,3038,11,463
910,3038,12,497
911,3038,13,500
912,3038,14,495
913,3038,15,506
914,3038,16,534
915,3038,17,524
916,3038,18,531
917,3038,19,485
918,3038,20,521
919,3038,21,517
920,3038,22,528
921,3038,23,462
922,3038,24,464
923,3038,25,452
924,3038,26,507
925,3038,27,499
926,3038,28,492
927,3038,29,459
928,3038,30,477
929,3038,31,271
930,3039,23,1
931,3040,1,363
932,3040,2,355
933,3040,3,328
934,3040,4,362
935,3040,5,370
936,3040,6,364
937,3040,7,329
938,3040,8,357
939,3040,9,301
940,3040,10,464
941,3040,11,335
942,3040,12,379
943,3040,13,381
944,3040,14,373
945,3040,15,354
946,3040,16,347
947,3040,17,370
948,3040,18,399
949,3040,19,342
950,3040,20,338
951,3040,21,355
952,3040,22,330
953,3040,23,320
954,3040,24,319
955,3040,25,301
956,3040,26,344
957,3040,27,359
958,3040,28,318
959,3040,29,349
960,3040,30,456
961,3040,31,204
962,3042,1,965
963,3042,2,1089
964,3042,3,996
965,3042,4,1055
966,3042,5,1017
967,3042,6,1067
968,3042,7,981
969,3042,8,1020
970,3042,9,1096
971,3042,10,1041
972,3042,11,1048
973,3042,12,1113
974,3042,13,1005
975,3042,14,960
976,3042,15,1234
977,3042,16,1041
978,3042,17,1087
979,3042,18,1108
980,3042,19,1074
981,3042,20,986
982,3042,21,1030
983,3042,22,1110
984,3042,23,934
985,3042,24,975
986,3042,25,929
987,3042,26,1055
988,3042,27,1031
989,3042,28,1053
990,3042,29,982
991,3042,30,995
992,3042,31,598
993,3045,1,156
994,3045,2,183
995,3045,3,155
996,3045,4,132
997,3045,5,118
998,3045,6,153
999,3045,7,143
1000,3045,8,150
1001,3045,9,136
1002,3045,10,128
1003,3045,11,133
1004,3045,12,154
1005,3045,13,159
1006,3045,14,135
1007,3045,15,150
1008,3045,16,132
1009,3045,17,129
1010,3045,18,150
1011,3045,19,126
1012,3045,20,124
1013,3045,21,147
1014,3045,22,163
1015,3045,23,155
1016,3045,24,148
1017,3045,25,115
1018,3045,26,110
1019,3045,27,151
1020,3045,28,145
1021,3045,29,156
1022,3045,30,133
1023,3045,31,83
1024,3046,1,344
1025,3046,2,371
1026,3046,3,382
1027,3046,4,435
1028,3046,5,352
1029,3046,6,363
1030,3046,7,381
1031,3046,8,478
1032,3046,9,385
1033,3046,10,362
1034,3046,11,403
1035,3046,12,379
1036,3046,13,376
1037,3046,14,329
1038,3046,15,384
1039,3046,16,363
1040,3046,17,364
1041,3046,18,371
1042,3046,19,372
1043,3046,20,390
1044,3046,21,343
1045,3046,22,306
1046,3046,23,315
1047,3046,24,331
1048,3046,25,352
1049,3046,26,349
1050,3046,27,341
1051,3046,28,334
1052,3046,29,375
1053,3046,30,335
1054,3046,31,230
1055,3047,1,652
1056,3047,2,730
1057,3047,3,699
1058,3047,4,698
1059,3047,5,647
1060,3047,6,651
1061,3047,7,630
1062,3047,8,669
1063,3047,9,695
1064,3047,10,666
1065,3047,11,628
1066,3047,12,664
1067,3047,13,613
1068,3047,14,675
1069,3047,15,672
1070,3047,16,645
1071,3047,17,678
1072,3047,18,647
1073,3047,19,693
1074,3047,20,628
1075,3047,21,659
1076,3047,22,658
1077,3047,23,669
1078,3047,24,622
1079,3047,25,636
1080,3047,26,695
1081,3047,27,681
1082,3047,28,671
1083,3047,29,579
1084,3047,30,547
1085,3047,31,409
1086,3048,1,478
1087,3048,2,543
1088,3048,3,499
1089,3048,4,464
1090,3048,5,458
1091,3048,6,538
1092,3048,7,524
1093,3048,8,539
1094,3048,9,488
1095,3048,10,537
1096,3048,11,535
1097,3048,12,504
1098,3048,13,476
1099,3048,14,469
1100,3048,15,530
1101,3048,16,525
1102,3048,17,548
1103,3048,18,570
1104,3048,19,507
1105,3048,20,453
1106,3048,21,520
1107,3048,22,496
1108,3048,23,474
1109,3048,24,464
1110,3048,25,474
1111,3048,26,480
1112,3048,27,488
1113,3048,28,517
1114,3048,29,493
1115,3048,30,487
1116,3048,31,313
1117,3049,1,695
1118,3049,2,656
1119,3049,3,634
1120,3049,4,608
1121,3049,5,634
1122,3049,6,699
1123,3049,7,671
1124,3049,8,741
1125,3049,9,677
1126,3049,10,625
1127,3049,11,673
1128,3049,12,659
1129,3049,13,660
1130,3049,14,651
1131,3049,15,697
1132,3049,16,624
1133,3049,17,622
1134,3049,18,712
1135,3049,19,647
1136,3049,20,602
1137,3049,21,682
1138,3049,22,612
1139,3049,23,606
1140,3049,24,557
1141,3049,25,597
1142,3049,26,654
1143,3049,27,679
1144,3049,28,650
1145,3049,29,597
1146,3049,30,636
1147,3049,31,405
1148,3051,1,299
1149,3051,2,363
1150,3051,3,321
1151,3051,4,302
1152,3051,5,330
1153,3051,6,391
1154,3051,7,326
1155,3051,8,381
1156,3051,9,327
1157,3051,10,335
1158,3051,11,303
1159,3051,12,325
1160,3051,13,311
1161,3051,14,341
1162,3051,15,302
1163,3051,16,360
1164,3051,17,313
1165,3051,18,345
1166,3051,19,339
1167,3051,20,291
1168,3051,21,330
1169,3051,22,324
1170,3051,23,313
1171,3051,24,284
1172,3051,25,310
1173,3051,26,326
1174,3051,27,311
1175,3051,28,253
1176,3051,29,294
1177,3051,30,318
1178,3051,31,152
1179,3052,1,716
1180,3052,2,710
1181,3052,3,763
1182,3052,4,698
1183,3052,5,696
1184,3052,6,766
1185,3052,7,701
1186,3052,8,724
1187,3052,9,717
1188,3052,10,755
1189,3052,11,717
1190,3052,12,717
1191,3052,13,778
1192,3052,14,699
1193,3052,15,699
1194,3052,16,772
1195,3052,17,725
1196,3052,18,791
1197,3052,19,672
1198,3052,20,729
1199,3052,21,730
1200,3052,22,747
1201,3052,23,694
1202,3052,24,738
1203,3052,25,642
1204,3052,26,688
1205,3052,27,698
1206,3052,28,709
1207,3052,29,648
1208,3052,30,645
1209,3052,31,408
1210,3054,1,261
1211,3054,2,227
1212,3054,3,266
1213,3054,4,236
1214,3054,5,269
1215,3054,6,269
1216,3054,7,251
1217,3054,8,254
1218,3054,9,263
1219,3054,10,267
1220,3054,11,271
1221,3054,12,242
1222,3054,13,254
1223,3054,14,236
1224,3054,15,270
1225,3054,16,259
1226,3054,17,284
1227,3054,18,269
1228,3054,19,259
1229,3054,20,285
1230,3054,21,248
1231,3054,22,262
1232,3054,23,231
1233,3054,24,262
1234,3054,25,218
1235,3054,26,258
1236,3054,27,271
1237,3054,28,261
1238,3054,29,221
1239,3054,30,236
1240,3054,31,134
1241,3055,1,249
1242,3055,2,217
1243,3055,3,230
1244,3055,4,223
1245,3055,5,240
1246,3055,6,244
1247,3055,7,236
1248,3055,8,244
1249,3055,9,230
1250,3055,10,236
1251,3055,11,226
1252,3055,12,235
1253,3055,13,245
1254,3055,14,250
1255,3055,15,255
1256,3055,16,244
1257,3055,17,271
1258,3055,18,273
1259,3055,19,244
1260,3055,20,232
1261,3055,21,266
1262,3055,22,250
1263,3055,23,212
1264,3055,24,202
1265,3055,25,236
1266,3055,26,237
1267,3055,27,249
1268,3055,28,235
1269,3055,29,230
1270,3055,30,219
1271,3055,31,129
1272,3056,1,307
1273,3056,2,310
1274,3056,3,273
1275,3056,4,289
1276,3056,5,303
1277,3056,6,295
1278,3056,7,304
1279,3056,8,320
1280,3056,9,295
1281,3056,10,303
1282,3056,11,307
1283,3056,12,303
1284,3056,13,303
1285,3056,14,290
1286,3056,15,309
1287,3056,16,310
1288,3056,17,283
1289,3056,18,296
1290,3056,19,298
1291,3056,20,312
1292,3056,21,284
1293,3056,22,256
1294,3056,23,294
1295,3056,24,276
1296,3056,25,281
1297,3056,26,269
1298,3056,27,267
1299,3056,28,317
1300,3056,29,267
1301,3056,30,292
1302,3056,31,164
1303,3057,1,140
1304,3057,2,136
1305,3057,3,143
1306,3057,4,135
1307,3057,5,135
1308,3057,6,148
1309,3057,7,130
1310,3057,8,135
1311,3057,9,150
1312,3057,10,141
1313,3057,11,112
1314,3057,12,141
1315,3057,13,118
1316,3057,14,133
1317,3057,15,143
1318,3057,16,149
1319,3057,17,112
1320,3057,18,140
1321,3057,19,118
1322,3057,20,137
1323,3057,21,140
1324,3057,22,140
1325,3057,23,124
1326,3057,24,133
1327,3057,25,115
1328,3057,26,137
1329,3057,27,138
1330,3057,28,134
1331,3057,29,104
1332,3057,30,138
1333,3057,31,94
1334,3058,1,262
1335,3058,2,270
1336,3058,3,322
1337,3058,4,260
1338,3058,5,243
1339,3058,6,256
1340,3058,7,286
1341,3058,8,281
1342,3058,9,361
1343,3058,10,302
1344,3058,11,276
1345,3058,12,287
1346,3058,13,295
1347,3058,14,280
1348,3058,15,273
1349,3058,16,295
1350,3058,17,272
1351,3058,18,308
1352,3058,19,338
1353,3058,20,271
1354,3058,21,264
1355,3058,22,301
1356,3058,23,233
1357,3058,24,266
1358,3058,25,252
1359,3058,26,231
1360,3058,27,265
1361,3058,28,232
1362,3058,29,219
1363,3058,30,251
1364,3058,31,165
1365,3059,1,19
1366,3059,2,6
1367,3059,3,8
1368,3059,4,13
1369,3059,5,12
1370,3059,6,3
1371,3059,7,10
1372,3059,8,8
1373,3059,9,11
1374,3059,10,6
1375,3059,11,11
1376,3059,12,11
1377,3059,13,7
1378,3059,14,10
1379,3059,15,7
1380,3059,16,3
1381,3059,17,11
1382,3059,18,12
1383,3059,19,13
1384,3059,20,11
1385,3059,21,8
1386,3059,22,12
1387,3059,23,6
1388,3059,24,8
1389,3059,25,7
1390,3059,26,12
1391,3059,27,5
1392,3059,28,8
1393,3059,29,13
1394,3059,30,4
1395,3059,31,2
1396,3060,1,12
1397,3060,2,8
1398,3060,3,22
1399,3060,4,22
1400,3060,5,18
1401,3060,6,14
1402,3060,7,20
1403,3060,8,15
1404,3060,9,11
1405,3060,10,17
1406,3060,11,19
1407,3060,12,17
1408,3060,13,20
1409,3060,14,29
1410,3060,15,21
1411,3060,16,16
1412,3060,17,18
1413,3060,18,9
1414,3060,19,16
1415,3060,20,16
1416,3060,21,12
1417,3060,22,12
1418,3060,23,22
1419,3060,24,24
1420,3060,25,18
1421,3060,26,21
1422,3060,27,12
1423,3060,28,18
1424,3060,29,10
1425,3060,30,15
1426,3060,31,7
1427,3061,5,15
1428,3061,6,7
1429,3061,7,5
1430,3061,8,2
1431,3061,9,5
1432,3061,10,12
1433,3061,11,13
1434,3062,1,530
1435,3062,2,595
1436,3062,3,481
1437,3062,4,533
1438,3062,5,553
1439,3062,6,534
1440,3062,7,510
1441,3062,8,530
1442,3062,9,490
1443,3062,10,534
1444,3062,11,494
1445,3062,12,493
1446,3062,13,513
1447,3062,14,539
1448,3062,15,526
1449,3062,16,583
1450,3062,17,554
1451,3062,18,529
1452,3062,19,542
1453,3062,20,483
1454,3062,21,512
1455,3062,22,522
1456,3062,23,535
1457,3062,24,541
1458,3062,25,467
1459,3062,26,523
1460,3062,27,531
1461,3062,28,516
1462,3062,29,492
1463,3062,30,463
1464,3062,31,298
1465,3063,1,921
1466,3063,2,919
1467,3063,3,781
1468,3063,4,809
1469,3063,5,830
1470,3063,6,871
1471,3063,7,874
1472,3063,8,895
1473,3063,9,878
1474,3063,10,857
1475,3063,11,932
1476,3063,12,907
