,station_id,hour,usage
114,3008,20,1468
115,3008,21,1206
116,3008,22,926
117,3008,23,605
118,3010,0,28
119,3010,1,19
120,3010,2,10
121,3010,3,7
122,3010,4,10
123,3010,5,14
124,3010,6,14
125,3010,7,38
126,3010,8,43
127,3010,9,120
128,3010,10,173
129,3010,11,284
130,3010,12,301
131,3010,13,452
132,3010,14,397
133,3010,15,455
134,3010,16,508
135,3010,17,640
136,3010,18,292
137,3010,19,162
138,3010,20,95
139,3010,21,77
140,3010,22,59
141,3010,23,50
142,3011,0,167
143,3011,1,133
144,3011,2,66
145,3011,3,49
146,3011,4,29
147,3011,5,25
148,3011,6,149
149,3011,7,216
150,3011,8,475
151,3011,9,591
152,3011,10,558
153,3011,11,1014
154,3011,12,1003
155,3011,13,992
156,3011,14,887
157,3011,15,1005
158,3011,16,1036
159,3011,17,1231
160,3011,18,967
161,3011,19,774
162,3011,20,606
163,3011,21,591
164,3011,22,588
165,3011,23,305
166,3013,0,2
167,3013,1,2
168,3013,2,1
169,3013,3,1
170,3013,4,1
171,3013,5,1
172,3013,6,2
173,3013,7,4
174,3013,8,8
175,3013,9,27
176,3013,10,21
177,3013,11,22
178,3013,12,29
179,3013,13,24
180,3013,14,37
181,3013,15,28
182,3013,16,18
183,3013,17,11
184,3013,18,14
185,3013,19,17
186,3013,20,12
187,3013,21,2
188,3013,22,7
189,3013,23,4
190,3014,0,266
191,3014,1,152
192,3014,2,242
193,3014,3,71
194,3014,4,257
195,3014,5,750
196,3014,6,4725
197,3014,7,6866
198,3014,8,6068
199,3014,9,2866
200,3014,10,1797
201,3014,11,1861
202,3014,12,1748
203,3014,13,1526
204,3014,14,1434
205,3014,15,1497
206,3014,16,1696
207,3014,17,2039
208,3014,18,2191
209,3014,19,1399
210,3014,20,762
211,3014,21,698
212,3014,22,646
213,3014,23,362
214,3016,0,43
215,3016,1,60
216,3016,2,17
217,3016,3,3
218,3016,4,11
219,3016,5,55
220,3016,6,158
221,3016,7,253
222,3016,8,344
223,3016,9,466
224,3016,10,456
225,3016,11,758
226,3016,12,881
227,3016,13,709
228,3016,14,675
229,3016,15,1312
230,3016,16,1550
231,3016,17,1654
232,3016,18,863
233,3016,19,425
234,3016,20,200
235,3016,21,135
236,3016,22,94
237,3016,23,52
238,3018,0,235
239,3018,1,146
240,3018,2,81
241,3018,3,43
242,3018,4,25
243,3018,5,122
244,3018,6,319
245,3018,7,443
246,3018,8,595
247,3018,9,852
248,3018,10,827
249,3018,11,1082
250,3018,12,1205
251,3018,13,1251
252,3018,14,1123
253,3018,15,1155
254,3018,16,1162
255,3018,17,1310
256,3018,18,1427
257,3018,19,1318
258,3018,20,972
259,3018,21,644
260,3018,22,376
261,3018,23,308
262,3019,0,115
263,3019,1,83
264,3019,2,39
265,3019,3,34
266,3019,4,19
267,3019,5,32
268,3019,6,185
269,3019,7,275
270,3019,8,785
271,3019,9,756
272,3019,10,792
273,3019,11,1313
274,3019,12,1683
275,3019,13,1387
276,3019,14,1055
277,3019,15,1361
278,3019,16,2214
279,3019,17,1641
280,3019,18,1236
281,3019,19,862
282,3019,20,627
283,3019,21,468
284,3019,22,282
285,3019,23,201
286,3020,0,13
287,3020,1,13
288,3020,2,14
289,3020,3,6
290,3020,4,10
291,3020,5,31
292,3020,6,44
293,3020,7,108
294,3020,8,107
295,3020,9,171
296,3020,10,272
297,3020,11,260
298,3020,12,383
299,3020,13,439
300,3020,14,329
301,3020,15,375
302,3020,16,394
303,3020,17,385
304,3020,18,255
305,3020,19,214
306,3020,20,190
307,3020,21,111
308,3020,22,58
309,3020,23,35
310,3022,0,287
311,3022,1,178
312,3022,2,92
313,3022,3,76
314,3022,4,46
315,3022,5,95
316,3022,6,243
317,3022,7,1227
318,3022,8,1605
319,3022,9,1466
320,3022,10,1185
321,3022,11,1350
322,3022,12,1463
323,3022,13,1767
324,3022,14,1548
325,3022,15,1640
326,3022,16,1556
327,3022,17,1853
328,3022,18,2064
329,3022,19,1714
330,3022,20,1355
331,3022,21,923
332,3022,22,711
333,3022,23,490
334,3023,0,122
335,3023,1,71
336,3023,2,62
337,3023,3,48
338,3023,4,13
339,3023,5,25
340,3023,6,98
341,3023,7,228
342,3023,8,408
343,3023,9,473
344,3023,10,433
345,3023,11,493
346,3023,12,651
347,3023,13,812
348,3023,14,721
349,3023,15,776
350,3023,16,831
351,3023,17,893
352,3023,18,815
353,3023,19,640
354,3023,20,462
355,3023,21,308
356,3023,22,214
357,3023,23,159
358,3024,0,169
359,3024,1,64
360,3024,2,28
361,3024,3,23
362,3024,4,7
363,3024,5,11
364,3024,6,56
365,3024,7,105
366,3024,8,172
367,3024,9,240
368,3024,10,279
369,3024,11,698
370,3024,12,595
371,3024,13,430
372,3024,14,353
373,3024,15,619
374,3024,16,1295
375,3024,17,970
376,3024,18,380
377,3024,19,372
378,3024,20,329
379,3024,21,243
380,3024,22,328
381,3024,23,139
382,3025,0,46
383,3025,1,42
384,3025,2,43
385,3025,3,31
386,3025,4,21
387,3025,5,18
388,3025,6,39
389,3025,7,203
390,3025,8,307
391,3025,9,249
392,3025,10,306
393,3025,11,365
394,3025,12,391
395,3025,13,350
396,3025,14,297
397,3025,15,300
398,3025,16,316
399,3025,17,331
400,3025,18,360
401,3025,19,275
402,3025,20,196
403,3025,21,150
404,3025,22,105
405,3025,23,61
406,3026,0,126
407,3026,1,63
408,3026,2,52
409,3026,3,40
410,3026,4,39
411,3026,5,60
412,3026,6,277
413,3026,7,1504
414,3026,8,1276
415,3026,9,1123
416,3026,10,905
417,3026,11,842
418,3026,12,861
419,3026,13,777
420,3026,14,774
421,3026,15,676
422,3026,16,800
423,3026,17,948
424,3026,18,780
425,3026,19,699
426,3026,20,514
427,3026,21,383
428,3026,22,233
429,3026,23,174
430,3027,0,234
431,3027,1,160
432,3027,2,113
433,3027,3,52
434,3027,4,47
435,3027,5,51
436,3027,6,190
437,3027,7,445
438,3027,8,980
439,3027,9,1212
440,3027,10,943
441,3027,11,2127
442,3027,12,1590
443,3027,13,1406
444,3027,14,1400
445,3027,15,1508
446,3027,16,2608
447,3027,17,2305
448,3027,18,1437
449,3027,19,1025
450,3027,20,692
451,3027,21,507
452,3027,22,370
453,3027,23,333
454,3028,0,103
455,3028,1,49
456,3028,2,49
457,3028,3,30
458,3028,4,22
459,3028,5,48
460,3028,6,136
461,3028,7,157
462,3028,8,218
463,3028,9,302
464,3028,10,347
465,3028,11,565
466,3028,12,567
467,3028,13,575
468,3028,14,538
469,3028,15,576
470,3028,16,781
471,3028,17,1248
472,3028,18,883
473,3028,19,452
474,3028,20,363
475,3028,21,235
476,3028,22,278
477,3028,23,192
478,3029,0,194
479,3029,1,102
480,3029,2,112
481,3029,3,36
482,3029,4,28
483,3029,5,41
484,3029,6,199
485,3029,7,287
486,3029,8,511
487,3029,9,648
488,3029,10,501
489,3029,11,763
490,3029,12,837
491,3029,13,878
492,3029,14,774
493,3029,15,694
494,3029,16,908
495,3029,17,950
496,3029,18,762
497,3029,19,637
498,3029,20,493
499,3029,21,395
500,3029,22,345
501,3029,23,223
502,3030,0,382
503,3030,1,152
504,3030,2,220
505,3030,3,54
506,3030,4,21
507,3030,5,107
508,3030,6,340
509,3030,7,713
510,3030,8,1020
511,3030,9,1385
512,3030,10,1453
513,3030,11,3354
514,3030,12,3225
515,3030,13,2721
516,3030,14,3608
517,3030,15,5862
518,3030,16,7931
519,3030,17,5720
520,3030,18,2542
521,3030,19,1187
522,3030,20,757
523,3030,21,609
524,3030,22,458
525,3030,23,728
526,3031,0,518
527,3031,1,463
528,3031,2,368
529,3031,3,176
530,3031,4,101
531,3031,5,110
532,3031,6,431
533,3031,7,1862
534,3031,8,2275
535,3031,9,2240
536,3031,10,2439
537,3031,11,2413
538,3031,12,2943
539,3031,13,3090
540,3031,14,2560
541,3031,15,2282
542,3031,16,2460
543,3031,17,2879
544,3031,18,3210
545,3031,19,2725
546,3031,20,2219
547,3031,21,1557
548,3031,22,1048
549,3031,23,808
550,3032,0,124
551,3032,1,84
552,3032,2,59
553,3032,3,25
554,3032,4,16
555,3032,5,73
556,3032,6,59
557,3032,7,172
558,3032,8,395
559,3032,9,589
560,3032,10,747
561,3032,11,1428
562,3032,12,2059
563,3032,13,1938
564,3032,14,1536
565,3032,15,1491
566,3032,16,1870
567,3032,17,2523
568,3032,18,2148
569,3032,19,1493
570,3032,20,809
571,3032,21,401
572,3032,22,216
573,3032,23,159
574,3033,0,207
575,3033,1,124
576,3033,2,50
577,3033,3,18
578,3033,4,15
579,3033,5,11
580,3033,6,46
581,3033,7,182
582,3033,8,275
583,3033,9,315
584,3033,10,404
585,3033,11,480
586,3033,12,729
587,3033,13,681
588,3033,14,654
589,3033,15,628
590,3033,16,805
591,3033,17,1088
592,3033,18,769
593,3033,19,567
594,3033,20,494
595,3033,21,392
596,3033,22,330
597,3033,23,228
598,3034,0,162
599,3034,1,95
600,3034,2,58
601,3034,3,29
602,3034,4,15
603,3034,5,134
604,3034,6,489
605,3034,7,629
606,3034,8,1592
607,3034,9,2056
608,3034,10,1212
609,3034,11,1163
610,3034,12,1630
611,3034,13,1612
612,3034,14,1250
613,3034,15,1132
614,3034,16,1178
615,3034,17,1555
616,3034,18,1590
617,3034,19,1304
618,3034,20,931
619,3034,21,633
620,3034,22,378
621,3034,23,256
622,3035,0,448
623,3035,1,184
624,3035,2,119
625,3035,3,83
626,3035,4,32
627,3035,5,66
628,3035,6,185
629,3035,7,689
630,3035,8,1819
631,3035,9,1774
632,3035,10,2132
633,3035,11,3285
634,3035,12,4321
635,3035,13,4211
636,3035,14,3766
637,3035,15,3557
638,3035,16,4094
639,3035,17,4580
640,3035,18,4488
641,3035,19,3738
642,3035,20,2904
643,3035,21,1762
644,3035,22,1130
645,3035,23,698
646,3036,0,103
647,3036,1,64
648,3036,2,29
649,3036,3,14
650,3036,4,7
651,3036,5,9
652,3036,6,26
653,3036,7,203
654,3036,8,201
655,3036,9,519
656,3036,10,572
657,3036,11,663
658,3036,12,701
659,3036,13,700
660,3036,14,702
661,3036,15,772
662,3036,16,808
663,3036,17,851
664,3036,18,599
665,3036,19,521
666,3036,20,377
667,3036,21,307
668,3036,22,240
669,3036,23,165
670,3037,0,147
671,3037,1,107
672,3037,2,64
673,3037,3,30
674,3037,4,59
675,3037,5,47
676,3037,6,42
677,3037,7,187
678,3037,8,326
679,3037,9,430
680,3037,10,389
681,3037,11,618
682,3037,12,711
683,3037,13,680
684,3037,14,716
685,3037,15,691
686,3037,16,731
687,3037,17,799
688,3037,18,778
689,3037,19,641
690,3037,20,401
691,3037,21,281
692,3037,22,225
693,3037,23,221
694,3038,0,220
695,3038,1,254
696,3038,2,93
697,3038,3,43
698,3038,4,46
699,3038,5,89
700,3038,6,191
701,3038,7,491
702,3038,8,1059
703,3038,9,946
704,3038,10,665
705,3038,11,790
706,3038,12,914
707,3038,13,1063
708,3038,14,922
709,3038,15,827
710,3038,16,921
711,3038,17,1329
712,3038,18,1028
713,3038,19,948
714,3038,20,735
715,3038,21,624
716,3038,22,612
717,3038,23,439
718,3039,13,1
719,3040,0,77
720,3040,1,79
721,3040,2,50
722,3040,3,31
723,3040,4,21
724,3040,5,36
725,3040,6,258
726,3040,7,281
727,3040,8,1060
728,3040,9,614
729,3040,10,562
730,3040,11,702
731,3040,12,772
732,3040,13,737
733,3040,14,683
734,3040,15,733
735,3040,16,760
736,3040,17,787
737,3040,18,751
738,3040,19,680
739,3040,20,468
740,3040,21,338
741,3040,22,250
742,3040,23,136
743,3042,0,380
744,3042,1,179
745,3042,2,93
746,3042,3,45
747,3042,4,46
748,3042,5,434
749,3042,6,1137
750,3042,7,3191
751,3042,8,3076
752,3042,9,2480
753,3042,10,1110
754,3042,11,1260
755,3042,12,1618
756,3042,13,1830
757,3042,14,1781
758,3042,15,1871
759,3042,16,1782
760,3042,17,2006
761,3042,18,2047
762,3042,19,1590
763,3042,20,1255
764,3042,21,1115
765,3042,22,785
766,3042,23,564
767,3045,0,43
768,3045,1,42
769,3045,2,27
770,3045,3,17
771,3045,4,18
772,3045,5,23
773,3045,6,57
774,3045,7,158
775,3045,8,277
776,3045,9,288
777,3045,10,249
778,3045,11,301
779,3045,12,332
780,3045,13,357
781,3045,14,292
782,3045,15,304
783,3045,16,357
784,3045,17,307
785,3045,18,262
786,3045,19,238
787,3045,20,148
788,3045,21,106
789,3045,22,77
790,3045,23,72
791,3046,0,159
792,3046,1,109
793,3046,2,156
794,3046,3,43
795,3046,4,27
796,3046,5,17
797,3046,6,75
798,3046,7,188
799,3046,8,507
800,3046,9,482
801,3046,10,566
802,3046,11,656
803,3046,12,843
804,3046,13,739
805,3046,14,684
806,3046,15,777
807,3046,16,938
808,3046,17,859
809,3046,18,1037
810,3046,19,799
811,3046,20,517
812,3046,21,419
813,3046,22,361
814,3046,23,237
815,3047,0,271
816,3047,1,203
817,3047,2,86
818,3047,3,55
819,3047,4,98
820,3047,5,69
821,3047,6,241
822,3047,7,1111
823,3047,8,1222
824,3047,9,1048
825,3047,10,1054
826,3047,11,1135
827,3047,12,1426
828,3047,13,1315
829,3047,14,1111
830,3047,15,1309
831,3047,16,1322
832,3047,17,1615
833,3047,18,1684
834,3047,19,1381
835,3047,20,876
836,3047,21,707
837,3047,22,451
838,3047,23,316
839,3048,0,125
840,3048,1,59
841,3048,2,47
842,3048,3,5
843,3048,4,8
844,3048,5,44
845,3048,6,268
846,3048,7,240
847,3048,8,505
848,3048,9,855
849,3048,10,914
850,3048,11,969
851,3048,12,1185
852,3048,13,1375
853,3048,14,1087
854,3048,15,960
855,3048,16,1285
856,3048,17,1628
857,3048,18,1276
858,3048,19,918
859,3048,20,650
860,3048,21,453
861,3048,22,335
862,3048,23,200
863,3049,0,166
864,3049,1,84
865,3049,2,65
866,3049,3,87
867,3049,4,66
868,3049,5,174
869,3049,6,350
870,3049,7,953
871,3049,8,1107
872,3049,9,1166
873,3049,10,957
874,3049,11,1085
875,3049,12,1388
876,3049,13,1274
877,3049,14,1100
878,3049,15,1110
879,3049,16,1811
880,3049,17,2086
881,3049,18,1504
882,3049,19,1132
883,3049,20,971
884,3049,21,582
885,3049,22,412
886,3049,23,232
887,3051,0,180
888,3051,1,159
889,3051,2,107
890,3051,3,54
891,3051,4,36
892,3051,5,29
893,3051,6,69
894,3051,7,274
895,3051,8,401
896,3051,9,364
897,3051,10,452
898,3051,11,494
899,3051,12,670
900,3051,13,811
901,3051,14,668
902,3051,15,569
903,3051,16,588
904,3051,17,785
905,3051,18,770
906,3051,19,761
907,3051,20,584
908,3051,21,414
909,3051,22,340
910,3051,23,241
911,3052,0,295
912,3052,1,163
913,3052,2,164
914,3052,3,99
915,3052,4,410
916,3052,5,434
917,3052,6,497
918,3052,7,728
919,3052,8,844
920,3052,9,1034
921,3052,10,1077
922,3052,11,1329
923,3052,12,1814
924,3052,13,1398
925,3052,14,1265
926,3052,15,1313
927,3052,16,1512
928,3052,17,1775
929,3052,18,1569
930,3052,19,1328
931,3052,20,1044
932,3052,21,819
933,3052,22,555
934,3052,23,426
935,3054,0,47
936,3054,1,25
937,3054,2,22
938,3054,3,9
939,3054,4,14
940,3054,5,24
941,3054,6,39
942,3054,7,86
943,3054,8,185
944,3054,9,164
945,3054,10,200
946,3054,11,344
947,3054,12,635
948,3054,13,503
949,3054,14,497
950,3054,15,480
951,3054,16,777
952,3054,17,880
953,3054,18,996
954,3054,19,758
955,3054,20,405
956,3054,21,318
957,3054,22,268
958,3054,23,118
959,3055,0,93
960,3055,1,54
961,3055,2,54
962,3055,3,35
963,3055,4,36
964,3055,5,48
965,3055,6,144
966,3055,7,309
967,3055,8,900
968,3055,9,543
969,3055,10,337
970,3055,11,451
971,3055,12,433
972,3055,13,476
973,3055,14,379
974,3055,15,340
975,3055,16,471
976,3055,17,525
977,3055,18,526
978,3055,19,383
979,3055,20,294
980,3055,21,210
981,3055,22,149
982,3055,23,99
983,3056,0,100
984,3056,1,77
985,3056,2,38
986,3056,3,28
987,3056,4,39
988,3056,5,62
989,3056,6,141
990,3056,7,246
991,3056,8,570
992,3056,9,358
993,3056,10,475
994,3056,11,511
995,3056,12,832
996,3056,13,648
997,3056,14,553
998,3056,15,570
999,3056,16,845
1000,3056,17,591
1001,3056,18,534
1002,3056,19,618
1003,3056,20,421
1004,3056,21,335
1005,3056,22,202
1006,3056,23,183
1007,3057,0,44
1008,3057,1,43
1009,3057,2,17
1010,3057,3,11
1011,3057,4,14
1012,3057,5,15
1013,3057,6,38
1014,3057,7,81
1015,3057,8,185
1016,3057,9,212
1017,3057,10,202
1018,3057,11,342
1019,3057,12,292
1020,3057,13,316
1021,3057,14,303
1022,3057,15,268
1023,3057,16,316
1024,3057,17,381
1025,3057,18,265
1026,3057,19,249
1027,3057,20,187
1028,3057,21,168
1029,3057,22,85
1030,3057,23,59
1031,3058,0,76
1032,3058,1,44
1033,3058,2,15
1034,3058,3,17
1035,3058,4,7
1036,3058,5,18
1037,3058,6,52
1038,3058,7,135
1039,3058,8,296
1040,3058,9,445
1041,3058,10,382
1042,3058,11,468
1043,3058,12,522
1044,3058,13,632
1045,3058,14,627
1046,3058,15,542
1047,3058,16,638
1048,3058,17,906
1049,3058,18,807
1050,3058,19,631
1051,3058,20,413
1052,3058,21,317
1053,3058,22,259
1054,3058,23,168
1055,3059,2,1
1056,3059,4,1
1057,3059,8,2
1058,3059,9,3
1059,3059,10,12
1060,3059,11,21
1061,3059,12,32
1062,3059,13,34
1063,3059,14,17
1064,3059,15,37
1065,3059,16,33
1066,3059,17,25
1067,3059,18,28
1068,3059,19,9
1069,3059,20,10
1070,3059,21,4
1071,3059,22,2
1072,3059,23,6
1073,3060,0,1
1074,3060,1,3
1075,3060,4,2
1076,3060,5,2
1077,3060,6,2
1078,3060,8,8
1079,3060,9,10
1080,3060,10,18
1081,3060,11,30
1082,3060,12,41
1083,3060,13,37
1084,3060,14,37
1085,3060,15,34
1086,3060,16,51
1087,3060,17,98
1088,3060,18,106
1089,3060,19,20
1090,3060,20,3
1091,3060,21,5
1092,3060,22,1
1093,3060,23,2
1094,3061,7,1
1095,3061,8,1
1096,3061,10,2
1097,3061,11,5
1098,3061,12,8
1099,3061,14,6
1100,3061,15,1
1101,3061,16,7
1102,3061,18,6
1103,3061,19,5
1104,3061,20,14
1105,3061,22,3
1106,3062,0,256
1107,3062,1,130
1108,3062,2,93
1109,3062,3,38
1110,3062,4,56
1111,3062,5,121
1112,3062,6,193
1113,3062,7,529
1114,3062,8,938
1115,3062,9,862
1116,3062,10,749
1117,3062,11,955
1118,3062,12,1004
1119,3062,13,1044
1120,3062,14,978
1121,3062,15,1102
1122,3062,16,1416
1123,3062,17,1397
1124,3062,18,1216
1125,3062,19,860
1126,3062,20,675
1127,3062,21,586
1128,3062,22,387
1129,3062,23,361
1130,3063,0,337
1131,3063,1,239
1132,3063,2,160
1133,3063,3,80
1134,3063,4,48
1135,3063,5,67
1136,3063,6,137
1137,3063,7,432
1138,3063,8,640
1139,3063,9,906
1140,3063,10,1212
1141,3063,11,1878
1142,3063,12,2227
1143,3063,13,1984
1144,3063,14,2046
1145,3063,15,1732
1146,3063,16,1993
1147,3063,17,2604
1148,3063,18,2333
1149,3063,19,2014
1150,3063,20,1486
1151,3063,21,848
1152,3063,22,564
1153,3063,23,335
1154,3064,0,340
1155,3064,1,188
1156,3064,2,130
1157,3064,3,75
1158,3064,4,44
1159,3064,5,85
1160,3064,6,188
1161,3064,7,536
1162,3064,8,1582
1163,3064,9,1817
1164,3064,10,2020
1165,3064,11,2523
1166,3064,12,3186
1167,3064,13,3100
1168,3064,14,2759
1169,3064,15,2523
1170,3064,16,2785
1171,3064,17,3318
1172,3064,18,3690
1173,3064,19,3337
1174,3064,20,2717
1175,3064,21,1981
1176,3064,22,844
1177,3064,23,453
1178,3065,0,56
1179,3065,1,30
1180,3065,2,35
1181,3065,3,9
1182,3065,4,22
1183,3065,5,143
1184,3065,6,37
1185,3065,7,99
1186,3065,8,350
1187,3065,9,213
1188,3065,10,277
1189,3065,11,405
1190,3065,12,561
1191,3065,13,603
1192,3065,14,478
1193,3065,15,526
1194,3065,16,561
1195,3065,17,515
1196,3065,18,408
1197,3065,19,409
1198,3065,20,304
1199,3065,21,197
1200,3065,22,109
1201,3065,23,140
1202,3066,0,135
1203,3066,1,76
1204,3066,2,32
1205,3066,3,27
1206,3066,4,88
1207,3066,5,196
1208,3066,6,322
1209,3066,7,1143
1210,3066,8,1942
1211,3066,9,942
1212,3066,10,747
1213,3066,11,809
1214,3066,12,1042
1215,3066,13,1026
1216,3066,14,1051
1217,3066,15,1065
1218,3066,16,1227
1219,3066,17,1321
1220,3066,18,1253
1221,3066,19,884
1222,3066,20,606
1223,3066,21,340
1224,3066,22,375
1225,3066,23,269
1226,3067,0,239
1227,3067,1,162
1228,3067,2,114
1229,3067,3,116
1230,3067,4,120
1231,3067,5,139
1232,3067,6,317
1233,3067,7,1333
1234,3067,8,1762
1235,3067,9,1121
1236,3067,10,1010
1237,3067,11,1062
1238,3067,12,1370
1239,3067,13,1447
1240,3067,14,1236
1241,3067,15,1083
1242,3067,16,1207
1243,3067,17,1435
1244,3067,18,1374
1245,3067,19,1219
1246,3067,20,958
1247,3067,21,592
1248,3067,22,439
1249,3067,23,352
1250,3068,0,187
1251,3068,1,126
1252,3068,2,63
1253,3068,3,36
1254,3068,4,48
1255,3068,5,23
1256,3068,6,128
1257,3068,7,530
1258,3068,8,956
1259,3068,9,843
1260,3068,10,753
1261,3068,11,1281
1262,3068,12,1991
1263,3068,13,1787
1264,3068,14,1554
1265,3068,15,1780
1266,3068,16,1946
1267,3068,17,3118
1268,3068,18,2155
1269,3068,19,1441
1270,3068,20,1084
1271,3068,21,740
1272,3068,22,533
1273,3068,23,386
1274,3069,0,236
1275,3069,1,251
1276,3069,2,129
1277,3069,3,43
1278,3069,4,33
1279,3069,5,62
1280,3069,6,285
1281,3069,7,413
1282,3069,8,1028
1283,3069,9,1542
1284,3069,10,1589
1285,3069,11,1999
1286,3069,12,2675
1287,3069,13,2824
1288,3069,14,2563
1289,3069,15,2410
1290,3069,16,2214
1291,3069,17,2448
1292,3069,18,2408
1293,3069,19,1898
1294,3069,20,1529
1295,3069,21,999
1296,3069,22,642
1297,3069,23,399
1298,3074,0,468
1299,3074,1,271
1300,3074,2,89
1301,3074,3,47
1302,3074,4,26
1303,3074,5,83
1304,3074,6,661
1305,3074,7,464
1306,3074,8,985
1307,3074,9,1018
1308,3074,10,1475
1309,3074,11,1601
1310,3074,12,1936
1311,3074,13,2110
1312,3074,14,1937
1313,3074,15,1903
1314,3074,16,2208
1315,3074,17,2703
1316,3074,18,2556
1317,3074,19,2282
1318,3074,20,1648
1319,3074,21,1253
1320,3074,22,996
1321,3074,23,626
1322,3075,0,282
1323,3075,1,215
1324,3075,2,87
1325,3075,3,54
1326,3075,4,50
1327,3075,5,101
1328,3075,6,362
1329,3075,7,466
1330,3075,8,1037
1331,3075,9,1174
1332,3075,10,947
1333,3075,11,1129
1334,3075,12,1663
1335,3075,13,1637
1336,3075,14,1424
1337,3075,15,1258
1338,3075,16,1408
1339,3075,17,1688
1340,3075,18,1843
1341,3075,19,1552
1342,3075,20,1112
1343,3075,21,861
1344,3075,22,577
1345,3075,23,416
1346,3076,0,143
1347,3076,1,109
1348,3076,2,54
1349,3076,3,66
1350,3076,4,33
1351,3076,5,37
1352,3076,6,134
1353,3076,7,279
1354,3076,8,651
1355,3076,9,710
1356,3076,10,622
1357,3076,11,865
1358,3076,12,1330
1359,3076,13,1486
1360,3076,14,1192
1361,3076,15,1080
1362,3076,16,1188
1363,3076,17,1187
1364,3076,18,1148
1365,3076,19,774
1366,3076,20,446
1367,3076,21,342
1368,3076,22,260
1369,3076,23,184
1370,3077,0,83
1371,3077,1,63
1372,3077,2,35
1373,3077,3,29
1374,3077,4,86
1375,3077,5,263
1376,3077,6,281
1377,3077,7,253
1378,3077,8,312
1379,3077,9,408
1380,3077,10,429
1381,3077,11,783
1382,3077,12,696
1383,3077,13,693
1384,3077,14,731
1385,3077,15,605
1386,3077,16,565
1387,3077,17,531
1388,3077,18,496
1389,3077,19,371
1390,3077,20,272
1391,3077,21,202
1392,3077,22,172
1393,3077,23,105
1394,3078,0,118
1395,3078,1,118
1396,3078,2,90
1397,3078,3,45
1398,3078,4,22
1399,3078,5,84
1400,3078,6,107
1401,3078,7,390
1402,3078,8,383
1403,3078,9,392
1404,3078,10,405
1405,3078,11,431
1406,3078,12,523
1407,3078,13,487
1408,3078,14,550
1409,3078,15,592
1410,3078,16,619
1411,3078,17,657
1412,3078,18,556
1413,3078,19,440
1414,3078,20,325
1415,3078,21,307
1416,3078,22,274
1417,3078,23,255
1418,3079,0,67
1419,3079,1,39
1420,3079,2,12
1421,3079,3,8
1422,3079,4,4
1423,3079,5,19
1424,3079,6,66
1425,3079,7,81
1426,3079,8,90
1427,3079,9,139
1428,3079,10,125
1429,3079,11,192
1430,3079,12,266
1431,3079,13,209
1432,3079,14,199
1433,3079,15,218
1434,3079,16,457
1435,3079,17,260
1436,3079,18,269
1437,3079,19,202
1438,3079,20,152
1439,3079,21,126
1440,3079,22,92
1441,3079,23,60
1442,3080,0,1
1443,3080,1,3
1444,3080,2,2
1445,3080,3,1
1446,3080,4,4
1447,3080,5,1
1448,3080,7,6
1449,3080,8,7
1450,3080,9,12
1451,3080,10,22
1452,3080,11,21
1453,3080,12,32
1454,3080,13,24
1455,3080,14,41
1456,3080,15,41
1457,3080,16,45
1458,3080,17,34
1459,3080,18,30
1460,3080,19,16
